LAKE,LAT,LON,Jan-08,Jan-08,Feb-08,Feb-08,Mar-08,Mar-08,Apr-08,Apr-08,May-08,May-08,Jun-08,Jun-08,Jul-08,Jul-08,Aug-08,Aug-08,Sep-08,Sep-08,Oct-08,Oct-08,Nov-08,Nov-08,Dec-08,Dec-08,Jan-09,Jan-09,Feb-09,Feb-09,Mar-09,Mar-09,Apr-09,Apr-09,May-09,May-09,Jun-09,Jun-09,Jul-09,Jul-09,Aug-09,Aug-09,Sep-09,Sep-09,Oct-09,Oct-09,Nov-09,Nov-09,Dec-09,Dec-09,Jan-10,Jan-10,Feb-10,Feb-10,Mar-10,Mar-10,Apr-10,Apr-10,May-10,May-10,Jun-10,Jun-10,Jul-10,Jul-10,Aug-10,Aug-10,Sep-10,Sep-10,Oct-10,Oct-10,Nov-10,Nov-10,Dec-10,Dec-10,Jan-11,Jan-11,Feb-11,Feb-11,Mar-11,Mar-11,Apr-11,Apr-11,May-11,May-11,Jun-11,Jun-11,Jul-11,Jul-11,Aug-11,Aug-11,Sep-11,Sep-11,Oct-11,Oct-11,Nov-11,Nov-11,Dec-11,Dec-11
Lake ID 3325032,44.27,-69.92,125892.5412,125892.5412,0,0,0,0,257039.5783,257039.5783,501187.2336,501187.2336,147910.8388,147910.8388,269153.4804,269153.4804,691830.9709,691830.9709,707945.7844,707945.7844,954992.586,954992.586,389045.145,389045.145,549540.8739,549540.8739,128824.9552,128824.9552,0,0,0,0,436515.8322,436515.8322,186208.7137,186208.7137,134896.2883,134896.2883,87096.359,87096.359,933254.3008,933254.3008,933254.3008,933254.3008,562341.3252,562341.3252,1000000,1000000,794328.2347,794328.2347,,,,,,,,,,,,,,,,,,,,,,,,,301995.172,301995.172,0,0,0,0,457088.1896,457088.1896,724435.9601,724435.9601,776247.1166,776247.1166,151356.1248,151356.1248,616595.0019,616595.0019,363078.0548,363078.0548,741310.2413,741310.2413,575439.9373,575439.9373,1122018.454,1122018.454
Lake ID 3501837,39.38,-112,69183.09709,69183.09709,0,0,165958.6907,165958.6907,144543.9771,144543.9771,562341.3252,562341.3252,281838.2931,281838.2931,104712.8548,104712.8548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165958.6907,165958.6907,107151.9305,107151.9305,0,0,0,0,0,0,181970.0859,181970.0859,645654.229,645654.229,61659.50019,61659.50019,44668.35922,44668.35922,0,0,0,0,0,0,102329.2992,102329.2992,10715.19305,10715.19305,38904.5145,38904.5145,0,0,630957.3445,630957.3445,1348962.883,1348962.883,1621810.097,1621810.097,2089296.131,2089296.131,316227.766,316227.766,0,0,0,0,107151.9305,107151.9305,0,0,0,0,741310.2413,741310.2413,794328.2347,794328.2347,177827.941,177827.941,758577.575,758577.575,1174897.555,1174897.555,190546.0718,190546.0718,186208.7137,186208.7137,97723.7221,97723.7221
Lake ID 3709224,30.21,-93.26,239883.2919,239883.2919,1096478.196,1096478.196,158489.3192,158489.3192,630957.3445,630957.3445,323593.6569,323593.6569,269153.4804,269153.4804,758577.575,758577.575,323593.6569,323593.6569,398107.1706,398107.1706,398107.1706,398107.1706,186208.7137,186208.7137,301995.172,301995.172,467735.1413,467735.1413,467735.1413,467735.1413,190546.0718,190546.0718,616595.0019,616595.0019,380189.3963,380189.3963,234422.8815,234422.8815,316227.766,316227.766,309029.5433,309029.5433,21877.61624,21877.61624,446683.5922,446683.5922,398107.1706,398107.1706,229086.7653,229086.7653,,,,,,,,,,,,,,,,,,,,,,,,,177827.941,177827.941,288403.1503,288403.1503,229086.7653,229086.7653,380189.3963,380189.3963,165958.6907,165958.6907,269153.4804,269153.4804,346736.8505,346736.8505,0,0,269153.4804,269153.4804,104712.8548,104712.8548,33884.41561,33884.41561,501187.2336,501187.2336
Lake ID 381408,35.61,-95.22,371535.2291,371535.2291,645654.229,645654.229,549540.8739,549540.8739,354813.3892,354813.3892,630957.3445,630957.3445,812830.5162,812830.5162,1148153.621,1148153.621,0,0,602559.5861,602559.5861,912010.8394,912010.8394,1047128.548,1047128.548,660693.448,660693.448,426579.5188,426579.5188,446683.5922,446683.5922,691830.9709,691830.9709,758577.575,758577.575,416869.3835,416869.3835,194984.46,194984.46,1071519.305,1071519.305,467735.1413,467735.1413,446683.5922,446683.5922,691830.9709,691830.9709,323593.6569,323593.6569,501187.2336,501187.2336,1096478.196,1096478.196,724435.9601,724435.9601,588843.6554,588843.6554,457088.1896,457088.1896,218776.1624,218776.1624,630957.3445,630957.3445,467735.1413,467735.1413,977237.221,977237.221,549540.8739,549540.8739,741310.2413,741310.2413,977237.221,977237.221,616595.0019,616595.0019,741310.2413,741310.2413,446683.5922,446683.5922,501187.2336,501187.2336,309029.5433,309029.5433,331131.1215,331131.1215,676082.9754,676082.9754,1230268.771,1230268.771,812830.5162,812830.5162,1000000,1000000,1000000,1000000,870963.59,870963.59,562341.3252,562341.3252
Lake ID 399680,35.71,-94.95,316227.766,316227.766,263026.7992,263026.7992,288403.1503,288403.1503,213796.209,213796.209,0,0,338844.1561,338844.1561,323593.6569,323593.6569,0,0,288403.1503,288403.1503,0,0,501187.2336,501187.2336,45708.81896,45708.81896,363078.0548,363078.0548,257039.5783,257039.5783,0,0,91201.08394,91201.08394,338844.1561,338844.1561,331131.1215,331131.1215,380189.3963,380189.3963,104712.8548,104712.8548,0,0,26915.34804,26915.34804,0,0,457088.1896,457088.1896,1122018.454,1122018.454,134896.2883,134896.2883,48977.88194,48977.88194,288403.1503,288403.1503,301995.172,301995.172,389045.145,389045.145,380189.3963,380189.3963,74131.02413,74131.02413,18620.87137,18620.87137,0,0,407380.2778,407380.2778,213796.209,213796.209,316227.766,316227.766,77624.71166,77624.71166,173780.0829,173780.0829,46773.51413,46773.51413,371535.2291,371535.2291,416869.3835,416869.3835,346736.8505,346736.8505,309029.5433,309029.5433,660693.448,660693.448,239883.2919,239883.2919,218776.1624,218776.1624,194984.46,194984.46
Lake ID 4083248,45.2,-96.15,0,0,0,0,0,0,676082.9754,676082.9754,239883.2919,239883.2919,269153.4804,269153.4804,1380384.265,1380384.265,1621810.097,1621810.097,1548816.619,1548816.619,1445439.771,1445439.771,316227.766,316227.766,295120.9227,295120.9227,0,0,0,0,33113.11215,33113.11215,398107.1706,398107.1706,616595.0019,616595.0019,851138.0382,851138.0382,1698243.652,1698243.652,1659586.907,1659586.907,1548816.619,1548816.619,1380384.265,1380384.265,281838.2931,281838.2931,0,0,0,0,0,0,44668.35922,44668.35922,301995.172,301995.172,0,0,794328.2347,794328.2347,1778279.41,1778279.41,1737800.829,1737800.829,1737800.829,1737800.829,1202264.435,1202264.435,602559.5861,602559.5861,0,0,0,0,0,0,0,0,245470.8916,245470.8916,120226.4435,120226.4435,213796.209,213796.209,89125.09381,89125.09381,120226.4435,120226.4435,275422.8703,275422.8703,537031.7964,537031.7964,512861.384,512861.384,338844.1561,338844.1561
Lake ID 4472015,42.16,-111.3,0,0,0,0,0,0,15848.93192,15848.93192,22387.21139,22387.21139,63095.73445,63095.73445,0,0,0,0,75857.7575,75857.7575,194984.46,194984.46,234422.8815,234422.8815,147910.8388,147910.8388,0,0,0,0,0,0,100000,100000,181970.0859,181970.0859,125892.5412,125892.5412,0,0,0,0,524807.4602,524807.4602,154881.6619,154881.6619,0,0,0,0,0,0,0,0,0,0,125892.5412,125892.5412,0,0,0,0,0,0,0,0,1288249.552,1288249.552,181970.0859,181970.0859,0,0,0,0,0,0,0,0,0,0,204173.7945,204173.7945,218776.1624,218776.1624,208929.6131,208929.6131,263026.7992,263026.7992,426579.5188,426579.5188,288403.1503,288403.1503,316227.766,316227.766,199526.2315,199526.2315,0,0
Lake ID 4815637,47.26,-93.96,0,0,1513561.248,1513561.248,0,0,549540.8739,549540.8739,645654.229,645654.229,0,0,251188.6432,251188.6432,0,0,676082.9754,676082.9754,794328.2347,794328.2347,426579.5188,426579.5188,0,0,0,0,0,0,0,0,436515.8322,436515.8322,446683.5922,446683.5922,0,0,0,0,0,0,660693.448,660693.448,851138.0382,851138.0382,524807.4602,524807.4602,0,0,0,0,0,0,398107.1706,398107.1706,575439.9373,575439.9373,562341.3252,562341.3252,0,0,0,0,0,0,407380.2778,407380.2778,776247.1166,776247.1166,537031.7964,537031.7964,0,0,0,0,0,0,0,0,380189.3963,380189.3963,239883.2919,239883.2919,257039.5783,257039.5783,0,0,0,0,645654.229,645654.229,831763.7711,831763.7711,691830.9709,691830.9709,691830.9709,691830.9709
Lake ID 513979,34.96,-95.61,524807.4602,524807.4602,446683.5922,446683.5922,107151.9305,107151.9305,331131.1215,331131.1215,275422.8703,275422.8703,398107.1706,398107.1706,724435.9601,724435.9601,275422.8703,275422.8703,758577.575,758577.575,831763.7711,831763.7711,512861.384,512861.384,645654.229,645654.229,602559.5861,602559.5861,602559.5861,602559.5861,173780.0829,173780.0829,660693.448,660693.448,251188.6432,251188.6432,1047128.548,1047128.548,426579.5188,426579.5188,562341.3252,562341.3252,851138.0382,851138.0382,776247.1166,776247.1166,128824.9552,128824.9552,239883.2919,239883.2919,1288249.552,1288249.552,165958.6907,165958.6907,501187.2336,501187.2336,630957.3445,630957.3445,389045.145,389045.145,389045.145,389045.145,446683.5922,446683.5922,630957.3445,630957.3445,257039.5783,257039.5783,758577.575,758577.575,602559.5861,602559.5861,407380.2778,407380.2778,562341.3252,562341.3252,562341.3252,562341.3252,588843.6554,588843.6554,478630.0923,478630.0923,426579.5188,426579.5188,263026.7992,263026.7992,301995.172,301995.172,446683.5922,446683.5922,575439.9373,575439.9373,954992.586,954992.586,588843.6554,588843.6554,512861.384,512861.384
Lake ID 5202226,44.15,-69.49,0,0,0,0,0,0,645654.229,645654.229,588843.6554,588843.6554,269153.4804,269153.4804,309029.5433,309029.5433,301995.172,301995.172,588843.6554,588843.6554,501187.2336,501187.2336,436515.8322,436515.8322,776247.1166,776247.1166,0,0,0,0,0,0,407380.2778,407380.2778,524807.4602,524807.4602,151356.1248,151356.1248,426579.5188,426579.5188,281838.2931,281838.2931,524807.4602,524807.4602,446683.5922,446683.5922,954992.586,954992.586,602559.5861,602559.5861,,,,,,,,,,,,,,,,,,,,,,,,,380189.3963,380189.3963,0,0,218776.1624,218776.1624,741310.2413,741310.2413,537031.7964,537031.7964,223872.1139,223872.1139,416869.3835,416869.3835,288403.1503,288403.1503,691830.9709,691830.9709,691830.9709,691830.9709,416869.3835,416869.3835,1548816.619,1548816.619
Lake ID 5525777,32.81,-98.98,190546.0718,190546.0718,70794.57844,70794.57844,117489.7555,117489.7555,501187.2336,501187.2336,0,0,0,0,331131.1215,331131.1215,501187.2336,501187.2336,263026.7992,263026.7992,537031.7964,537031.7964,831763.7711,831763.7711,524807.4602,524807.4602,204173.7945,204173.7945,269153.4804,269153.4804,331131.1215,331131.1215,25118.86432,25118.86432,478630.0923,478630.0923,0,0,0,0,13803.84265,13803.84265,70794.57844,70794.57844,295120.9227,295120.9227,467735.1413,467735.1413,537031.7964,537031.7964,338844.1561,338844.1561,257039.5783,257039.5783,426579.5188,426579.5188,131825.6739,131825.6739,177827.941,177827.941,0,0,588843.6554,588843.6554,223872.1139,223872.1139,478630.0923,478630.0923,269153.4804,269153.4804,1230268.771,1230268.771,660693.448,660693.448,371535.2291,371535.2291,223872.1139,223872.1139,144543.9771,144543.9771,239883.2919,239883.2919,43651.58322,43651.58322,354813.3892,354813.3892,257039.5783,257039.5783,275422.8703,275422.8703,354813.3892,354813.3892,1548816.619,1548816.619,891250.9381,891250.9381,691830.9709,691830.9709
Lake ID 6495106,34.21,-84.05,354813.3892,354813.3892,245470.8916,245470.8916,0,0,0,0,954992.586,954992.586,724435.9601,724435.9601,660693.448,660693.448,0,0,83176.37711,83176.37711,407380.2778,407380.2778,676082.9754,676082.9754,363078.0548,363078.0548,645654.229,645654.229,229086.7653,229086.7653,0,0,0,0,0,0,154881.6619,154881.6619,213796.209,213796.209,77624.71166,77624.71166,0,0,0,0,616595.0019,616595.0019,269153.4804,269153.4804,1698243.652,1698243.652,537031.7964,537031.7964,69183.09709,69183.09709,295120.9227,295120.9227,407380.2778,407380.2778,51286.1384,51286.1384,177827.941,177827.941,0,0,0,0,0,0,537031.7964,537031.7964,371535.2291,371535.2291,758577.575,758577.575,338844.1561,338844.1561,165958.6907,165958.6907,616595.0019,616595.0019,190546.0718,190546.0718,72443.59601,72443.59601,52480.74602,52480.74602,0,0,114815.3621,114815.3621,512861.384,512861.384,467735.1413,467735.1413,295120.9227,295120.9227
Lake ID 6580726,43.77,-95.27,0,0,0,0,0,0,794328.2347,794328.2347,0,0,1380384.265,1380384.265,2570395.783,2570395.783,1862087.137,1862087.137,3388441.561,3388441.561,3311311.215,3311311.215,1288249.552,1288249.552,0,0,0,0,77624.71166,77624.71166,524807.4602,524807.4602,831763.7711,831763.7711,1949844.6,1949844.6,2511886.432,2511886.432,3235936.569,3235936.569,3388441.561,3388441.561,3388441.561,3388441.561,3388441.561,3388441.561,1445439.771,1445439.771,0,0,0,0,0,0,48977.88194,48977.88194,380189.3963,380189.3963,2041737.945,2041737.945,2041737.945,2041737.945,3388441.561,3388441.561,3311311.215,3311311.215,3388441.561,3388441.561,1258925.412,1258925.412,831763.7711,831763.7711,0,0,0,0,0,0,37153.52291,37153.52291,489778.8194,489778.8194,177827.941,177827.941,1445439.771,1445439.771,2089296.131,2089296.131,3090295.433,3090295.433,3388441.561,3388441.561,3388441.561,3388441.561,2754228.703,2754228.703,537031.7964,537031.7964
Lake ID 6655435,46.71,-95.98,0,0,0,0,0,0,87096.359,87096.359,281838.2931,281838.2931,0,0,21877.61624,21877.61624,257039.5783,257039.5783,346736.8505,346736.8505,204173.7945,204173.7945,269153.4804,269153.4804,0,0,0,0,0,0,0,0,28840.31503,28840.31503,112201.8454,112201.8454,125892.5412,125892.5412,316227.766,316227.766,537031.7964,537031.7964,602559.5861,602559.5861,117489.7555,117489.7555,380189.3963,380189.3963,0,0,0,0,0,0,199526.2315,199526.2315,323593.6569,323593.6569,218776.1624,218776.1624,0,0,208929.6131,208929.6131,346736.8505,346736.8505,489778.8194,489778.8194,154881.6619,154881.6619,123026.8771,123026.8771,0,0,0,0,0,0,0,0,109647.8196,109647.8196,0,0,467735.1413,467735.1413,27542.28703,27542.28703,138038.4265,138038.4265,398107.1706,398107.1706,758577.575,758577.575,758577.575,758577.575,288403.1503,288403.1503
Lake ID 7092575,48.13,-90.94,0,0,0,0,0,0,181970.0859,181970.0859,245470.8916,245470.8916,316227.766,316227.766,323593.6569,323593.6569,331131.1215,331131.1215,309029.5433,309029.5433,144543.9771,144543.9771,151356.1248,151356.1248,0,0,0,0,0,0,0,0,128824.9552,128824.9552,380189.3963,380189.3963,354813.3892,354813.3892,616595.0019,616595.0019,398107.1706,398107.1706,301995.172,301995.172,416869.3835,416869.3835,363078.0548,363078.0548,0,0,0,0,0,0,371535.2291,371535.2291,371535.2291,371535.2291,323593.6569,323593.6569,186208.7137,186208.7137,524807.4602,524807.4602,281838.2931,281838.2931,380189.3963,380189.3963,257039.5783,257039.5783,363078.0548,363078.0548,0,0,0,0,0,0,0,0,275422.8703,275422.8703,338844.1561,338844.1561,245470.8916,245470.8916,234422.8815,234422.8815,295120.9227,295120.9227,331131.1215,331131.1215,512861.384,512861.384,1174897.555,1174897.555,190546.0718,190546.0718
Lake ID 7107851,47.92,-91.88,0,0,0,0,0,0,457088.1896,457088.1896,575439.9373,575439.9373,177827.941,177827.941,549540.8739,549540.8739,616595.0019,616595.0019,389045.145,389045.145,758577.575,758577.575,446683.5922,446683.5922,0,0,0,0,0,0,0,0,575439.9373,575439.9373,794328.2347,794328.2347,138038.4265,138038.4265,354813.3892,354813.3892,141253.7545,141253.7545,707945.7844,707945.7844,91201.08394,91201.08394,398107.1706,398107.1706,0,0,0,0,0,0,758577.575,758577.575,501187.2336,501187.2336,489778.8194,489778.8194,83176.37711,83176.37711,457088.1896,457088.1896,616595.0019,616595.0019,1096478.196,1096478.196,501187.2336,501187.2336,562341.3252,562341.3252,0,0,0,0,0,0,0,0,407380.2778,407380.2778,398107.1706,398107.1706,204173.7945,204173.7945,416869.3835,416869.3835,549540.8739,549540.8739,1148153.621,1148153.621,870963.59,870963.59,1659586.907,1659586.907,0,0
Lake ID 7108121,47.84,-91.57,0,0,0,0,0,0,457088.1896,457088.1896,758577.575,758577.575,537031.7964,537031.7964,245470.8916,245470.8916,524807.4602,524807.4602,467735.1413,467735.1413,724435.9601,724435.9601,257039.5783,257039.5783,0,0,0,0,0,0,0,0,537031.7964,537031.7964,870963.59,870963.59,660693.448,660693.448,478630.0923,478630.0923,537031.7964,537031.7964,575439.9373,575439.9373,562341.3252,562341.3252,602559.5861,602559.5861,0,0,0,0,0,0,588843.6554,588843.6554,562341.3252,562341.3252,309029.5433,309029.5433,776247.1166,776247.1166,707945.7844,707945.7844,549540.8739,549540.8739,1230268.771,1230268.771,562341.3252,562341.3252,588843.6554,588843.6554,0,0,0,0,0,0,0,0,512861.384,512861.384,645654.229,645654.229,812830.5162,812830.5162,512861.384,512861.384,323593.6569,323593.6569,912010.8394,912010.8394,724435.9601,724435.9601,1995262.315,1995262.315,0,0
Lake ID 7108425,47.81,-91.29,0,0,0,0,0,0,416869.3835,416869.3835,467735.1413,467735.1413,436515.8322,436515.8322,346736.8505,346736.8505,229086.7653,229086.7653,524807.4602,524807.4602,354813.3892,354813.3892,0,0,0,0,0,0,0,0,0,0,257039.5783,257039.5783,223872.1139,223872.1139,295120.9227,295120.9227,245470.8916,245470.8916,489778.8194,489778.8194,371535.2291,371535.2291,588843.6554,588843.6554,478630.0923,478630.0923,0,0,0,0,0,0,446683.5922,446683.5922,281838.2931,281838.2931,407380.2778,407380.2778,380189.3963,380189.3963,316227.766,316227.766,426579.5188,426579.5188,478630.0923,478630.0923,478630.0923,478630.0923,489778.8194,489778.8194,0,0,0,0,0,0,251188.6432,251188.6432,186208.7137,186208.7137,616595.0019,616595.0019,346736.8505,346736.8505,354813.3892,354813.3892,398107.1706,398107.1706,229086.7653,229086.7653,478630.0923,478630.0923,457088.1896,457088.1896,0,0
Lake ID 7175900,47.68,-93.05,0,0,0,0,0,0,575439.9373,575439.9373,316227.766,316227.766,562341.3252,562341.3252,457088.1896,457088.1896,407380.2778,407380.2778,724435.9601,724435.9601,602559.5861,602559.5861,173780.0829,173780.0829,0,0,0,0,0,0,0,0,426579.5188,426579.5188,309029.5433,309029.5433,467735.1413,467735.1413,398107.1706,398107.1706,912010.8394,912010.8394,912010.8394,912010.8394,467735.1413,467735.1413,776247.1166,776247.1166,0,0,0,0,0,0,363078.0548,363078.0548,794328.2347,794328.2347,301995.172,301995.172,295120.9227,295120.9227,354813.3892,354813.3892,812830.5162,812830.5162,457088.1896,457088.1896,812830.5162,812830.5162,616595.0019,616595.0019,0,0,0,0,0,0,0,0,467735.1413,467735.1413,239883.2919,239883.2919,741310.2413,741310.2413,177827.941,177827.941,707945.7844,707945.7844,870963.59,870963.59,537031.7964,537031.7964,1698243.652,1698243.652,257039.5783,257039.5783
Lake ID 7483614,36.42,-89.35,354813.3892,354813.3892,758577.575,758577.575,776247.1166,776247.1166,812830.5162,812830.5162,138038.4265,138038.4265,831763.7711,831763.7711,912010.8394,912010.8394,891250.9381,891250.9381,1548816.619,1548816.619,1230268.771,1230268.771,794328.2347,794328.2347,1258925.412,1258925.412,1202264.435,1202264.435,724435.9601,724435.9601,478630.0923,478630.0923,346736.8505,346736.8505,239883.2919,239883.2919,1023292.992,1023292.992,1174897.555,1174897.555,478630.0923,478630.0923,0,0,588843.6554,588843.6554,501187.2336,501187.2336,549540.8739,549540.8739,870963.59,870963.59,416869.3835,416869.3835,602559.5861,602559.5861,1000000,1000000,162181.0097,162181.0097,1548816.619,1548816.619,954992.586,954992.586,537031.7964,537031.7964,1288249.552,1288249.552,1949844.6,1949844.6,1023292.992,1023292.992,933254.3008,933254.3008,1071519.305,1071519.305,1148153.621,1148153.621,912010.8394,912010.8394,426579.5188,426579.5188,239883.2919,239883.2919,562341.3252,562341.3252,977237.221,977237.221,794328.2347,794328.2347,1412537.545,1412537.545,1862087.137,1862087.137,954992.586,954992.586,794328.2347,794328.2347
Lake ID 7483636,36.38,-89.4,776247.1166,776247.1166,741310.2413,741310.2413,724435.9601,724435.9601,831763.7711,831763.7711,1548816.619,1548816.619,1621810.097,1621810.097,1819700.859,1819700.859,2238721.139,2238721.139,2454708.916,2454708.916,2041737.945,2041737.945,1584893.192,1584893.192,1479108.388,1479108.388,1621810.097,1621810.097,1148153.621,1148153.621,1122018.454,1122018.454,1479108.388,1479108.388,1513561.248,1513561.248,1621810.097,1621810.097,2398832.919,2398832.919,2187761.624,2187761.624,1995262.315,1995262.315,2290867.653,2290867.653,1348962.883,1348962.883,1096478.196,1096478.196,1096478.196,1096478.196,389045.145,389045.145,426579.5188,426579.5188,1202264.435,1202264.435,1174897.555,1174897.555,1778279.41,1778279.41,2187761.624,2187761.624,2238721.139,2238721.139,2398832.919,2398832.919,2754228.703,2754228.703,1584893.192,1584893.192,1318256.739,1318256.739,1258925.412,1258925.412,1778279.41,1778279.41,1174897.555,1174897.555,1148153.621,1148153.621,741310.2413,741310.2413,1737800.829,1737800.829,1819700.859,1819700.859,1995262.315,1995262.315,2089296.131,2089296.131,2041737.945,2041737.945,1380384.265,1380384.265,776247.1166,776247.1166
