Activity,Formulation,AppEquip,AppType,Category,AppRateUnit,TreatedVal,TreatedUnit,DUESLNoG,DUESLG,DUEDLG,DUESLGCRH,DUEDLGCRH,DUEEC,IUENoR,IUEPF5R,IUEPF10R,IUEEC,SourceCategory,SourceMRID,SourceDescription,SourceDER
M/L,L/SC/EC,Groundboom,Broadcast,"Golf course (fairways, tees, greens)",lb ai/acre,40,acres,220,37.6,29.1,No Data,No Data,8.6,0.219,0.0438,0.0219,0.083,AHETF / PHED,47947802 / NA,"Klonne, 1999 (AHE1003; M/L Liquids) / PHED Scenario 6",D373605 / NA
M/L,L/SC/EC,Groundboom,Broadcast,Field-grown ornamental crops,lb ai/acre,40,acres,220,37.6,29.1,No Data,No Data,8.6,0.219,0.0438,0.0219,0.083,AHETF / PHED,47947802 / NA,"Klonne, 1999 (AHE1003; M/L Liquids) / PHED Scenario 6",D373605 / NA
M/L,L/SC/EC,Groundboom,Broadcast,"Nursery (ornamentals, vegetables, trees, container stock)",lb ai/acre,60,acres,220,37.6,29.1,No Data,No Data,8.6,0.219,0.0438,0.0219,0.083,AHETF / PHED,47947802 / NA,"Klonne, 1999 (AHE1003; M/L Liquids) / PHED Scenario 6",D373605 / NA
M/L,L/SC/EC,Groundboom,Broadcast,"Greenhouse (ornamentals, roses, cut flowers, container stock, vegetables)",lb ai/acre,60,acres,220,37.6,29.1,No Data,No Data,8.6,0.219,0.0438,0.0219,0.083,AHETF / PHED,47947802 / NA,"Klonne, 1999 (AHE1003; M/L Liquids) / PHED Scenario 6",D373605 / NA
M/L,L/SC/EC,Groundboom,Broadcast,Sod,lb ai/acre,80,acres,220,37.6,29.1,No Data,No Data,8.6,0.219,0.0438,0.0219,0.083,AHETF / PHED,47947802 / NA,"Klonne, 1999 (AHE1003; M/L Liquids) / PHED Scenario 6",D373605 / NA
M/L,L/SC/EC,Groundboom,Broadcast,Orchard/Vineyard,lb ai/acre,40,acres,220,37.6,29.1,No Data,No Data,8.6,0.219,0.0438,0.0219,0.083,AHETF / PHED,47947802 / NA,"Klonne, 1999 (AHE1003; M/L Liquids) / PHED Scenario 6",D373605 / NA
M/L,L/SC/EC,Groundboom,Broadcast,"Field crop, typical",lb ai/acre,80,acres,220,37.6,29.1,No Data,No Data,8.6,0.219,0.0438,0.0219,0.083,AHETF / PHED,47947802 / NA,"Klonne, 1999 (AHE1003; M/L Liquids) / PHED Scenario 6",D373605 / NA
M/L,L/SC/EC,Boom Sprayer,Broadcast,Mosquitocide/larvacide/vector control (aquatic areas) ,lb ai/acre,30,acres,220,37.6,29.1,No Data,No Data,8.6,0.219,0.0438,0.0219,0.083,AHETF / PHED,47947802 / NA,"Klonne, 1999 (AHE1003; M/L Liquids) / PHED Scenario 6",D373605 / NA
M/L,L/SC/EC,Boom Sprayer,Broadcast,"Aquatic areas, non-flowing water (e.g., ponds, lakes, fountains)",lb ai/acre-foot,210,acre-feet,220,37.6,29.1,No Data,No Data,8.6,0.219,0.0438,0.0219,0.083,AHETF / PHED,47947802 / NA,"Klonne, 1999 (AHE1003; M/L Liquids) / PHED Scenario 6",D373605 / NA
M/L,L/SC/EC,Boom Sprayer,Broadcast,"Aquatic areas, flowing water (e.g., tributaries, canals)",lbs ai/cfs,200,cfs,220,37.6,29.1,No Data,No Data,8.6,0.219,0.0438,0.0219,0.083,AHETF / PHED,47947802 / NA,"Klonne, 1999 (AHE1003; M/L Liquids) / PHED Scenario 6",D373605 / NA
M/L,L/SC/EC,Groundboom,Broadcast,"Field crop, high-acreage",lb ai/acre,200,acres,220,37.6,29.1,No Data,No Data,8.6,0.219,0.0438,0.0219,0.083,AHETF / PHED,47947802 / NA,"Klonne, 1999 (AHE1003; M/L Liquids) / PHED Scenario 6",D373605 / NA
M/L,L/SC/EC,Misting system,Broadcast,Poultry/livestock house/horse barn/feed lot,,,,220,37.6,29.1,No Data,No Data,8.6,0.219,0.0438,0.0219,0.083,AHETF / PHED,47947802 / NA,"Klonne, 1999 (AHE1003; M/L Liquids) / PHED Scenario 6",D373605 / NA
M/L,L/SC/EC,Misting system,Broadcast,Residential backyards/Parks/Restaurants,,,,220,37.6,29.1,No Data,No Data,8.6,0.219,0.0438,0.0219,0.083,AHETF / PHED,47947802 / NA,"Klonne, 1999 (AHE1003; M/L Liquids) / PHED Scenario 6",D373605 / NA
M/L,L/SC/EC,Stationary Fogger,Broadcast,Mushroom house,,,,220,37.6,29.1,No Data,No Data,8.6,0.219,0.0438,0.0219,0.083,AHETF / PHED,47947802 / NA,"Klonne, 1999 (AHE1003; M/L Liquids) / PHED Scenario 6",D373605 / NA
M/L,L/SC/EC,Stationary Fogger,Broadcast,"Greenhouse (ornamentals, roses, cut flowers, container stock, vegetables)",,,,220,37.6,29.1,No Data,No Data,8.6,0.219,0.0438,0.0219,0.083,AHETF / PHED,47947802 / NA,"Klonne, 1999 (AHE1003; M/L Liquids) / PHED Scenario 6",D373605 / NA
M/L,L/SC/EC,Stationary Fogger,Broadcast,Food handling establishment,,,,220,37.6,29.1,No Data,No Data,8.6,0.219,0.0438,0.0219,0.083,AHETF / PHED,47947802 / NA,"Klonne, 1999 (AHE1003; M/L Liquids) / PHED Scenario 6",D373605 / NA
M/L,L/SC/EC,Stationary Fogger,Broadcast,Warehouse,,,,220,37.6,29.1,No Data,No Data,8.6,0.219,0.0438,0.0219,0.083,AHETF / PHED,47947802 / NA,"Klonne, 1999 (AHE1003; M/L Liquids) / PHED Scenario 6",D373605 / NA
M/L,L/SC/EC,Stationary Fogger,Broadcast,Poultry/livestock house/horse barn/feed lot,,,,220,37.6,29.1,No Data,No Data,8.6,0.219,0.0438,0.0219,0.083,AHETF / PHED,47947802 / NA,"Klonne, 1999 (AHE1003; M/L Liquids) / PHED Scenario 6",D373605 / NA
M/L,WP,Aerial,Broadcast,"Nursery (ornamentals, vegetables, trees, container stock)",lb ai/acre,60,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Aerial,Broadcast,Orchard/Vineyard,lb ai/acre,350,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Aerial,Broadcast,Sod,lb ai/acre,350,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Aerial,Broadcast,"Field crop, typical",lb ai/acre,350,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Aerial,Broadcast,Mosquitocide/larvacide/vector control (aquatic areas) ,lb ai/acre,250,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Aerial,Broadcast,"Aquatic areas, non-flowing water (e.g., ponds, lakes, fountains)",lb ai/acre-foot,210,acre-feet,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Impregnation,Commercial treatment,"Fertilizer, dry bulk, impregnated",lb ai/ton,960,tons,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Impregnation,On-farm treatment,"Fertilizer, dry bulk, impregnated",lb ai/acre,160,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Aerial,Broadcast,Forestry,lb ai/acre,1200,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Aerial,Broadcast,"Field crop, high-acreage",lb ai/acre,1200,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Aerial,ULV / Wide-area,Forestry,lb ai/acre,7500,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Aerial,ULV / Wide-area,Mosquitocide/larvacide/vector control (terrestrial areas) ,lb ai/acre,7500,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Airblast,Broadcast,"Nursery (ornamentals, vegetables, trees, container stock)",lb ai/acre,20,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Airblast,Broadcast,Orchard/Vineyard,lb ai/acre,40,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Chemigation,Broadcast,Orchard/Vineyard,lb ai/acre,350,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Chemigation,Broadcast,Sod,lb ai/acre,350,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Chemigation,Broadcast,"Field crop, typical",lb ai/acre,350,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Chemigation,Broadcast,"Field crop, high-acreage",lb ai/acre,350,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Chemigation,Broadcast,"Greenhouse (ornamentals, roses, cut flowers, container stock, vegetables)",lb ai/acre,60,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Chemigation,Broadcast,"Nursery (ornamentals, vegetables, trees, container stock)",lb ai/acre,60,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Groundboom,Broadcast,Golf course (tees and greens only),lb ai/acre,5,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Groundboom,Broadcast,"Golf course (fairways, tees, greens)",lb ai/acre,40,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Groundboom,Broadcast,Field-grown ornamental crops,lb ai/acre,40,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Groundboom,Broadcast,"Nursery (ornamentals, vegetables, trees, container stock)",lb ai/acre,60,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Groundboom,Broadcast,"Greenhouse (ornamentals, roses, cut flowers, container stock, vegetables)",lb ai/acre,60,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Groundboom,Broadcast,Sod,lb ai/acre,80,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Groundboom,Broadcast,Orchard/Vineyard,lb ai/acre,40,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Groundboom,Broadcast,"Field crop, typical",lb ai/acre,80,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Boom Sprayer,Broadcast,Mosquitocide/larvacide/vector control (aquatic areas) ,lb ai/acre,30,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Boom Sprayer,Broadcast,"Aquatic areas, non-flowing water (e.g., ponds, lakes, fountains)",lb ai/acre-foot,210,acre-feet,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Boom Sprayer,Broadcast,"Aquatic areas, flowing water (e.g., tributaries, canals)",lbs ai/cfs,200,cfs,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Groundboom,Broadcast,"Field crop, high-acreage",lb ai/acre,200,acres,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Stationary Fogger,Broadcast,Mushroom house,,,,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Stationary Fogger,Broadcast,"Greenhouse (ornamentals, roses, cut flowers, container stock, vegetables)",,,,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Stationary Fogger,Broadcast,Food handling establishment,,,,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WP,Stationary Fogger,Broadcast,Poultry/livestock house/horse barn/feed lot,,,,3700,170,130,No Data,No Data,9.8,43,8.6,4.3,0.24,PHED,NA,PHED Scenario 4 / PHED Scenario 5,NA
M/L,WSP,Aerial,Broadcast,"Nursery (ornamentals, vegetables, trees, container stock)",lb ai/acre,60,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Aerial,Broadcast,Orchard/Vineyard,lb ai/acre,350,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Aerial,Broadcast,Sod,lb ai/acre,350,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Aerial,Broadcast,"Field crop, typical",lb ai/acre,350,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Aerial,Broadcast,Mosquitocide/larvacide/vector control (aquatic areas) ,lb ai/acre,250,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Aerial,Broadcast,"Aquatic areas, non-flowing water (e.g., ponds, lakes, fountains)",lb ai/acre-foot,210,acre-feet,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Impregnation,Commercial treatment,"Fertilizer, dry bulk, impregnated",lb ai/ton,960,tons,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Impregnation,On-farm treatment,"Fertilizer, dry bulk, impregnated",lb ai/acre,160,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Aerial,Broadcast,Forestry,lb ai/acre,1200,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Aerial,Broadcast,"Field crop, high-acreage",lb ai/acre,1200,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Aerial,ULV / Wide-area,Forestry,lb ai/acre,7500,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Aerial,ULV / Wide-area,Mosquitocide/larvacide/vector control (terrestrial areas) ,lb ai/acre,7500,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Airblast,Broadcast,"Nursery (ornamentals, vegetables, trees, container stock)",lb ai/acre,20,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Airblast,Broadcast,Orchard/Vineyard,lb ai/acre,40,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Chemigation,Broadcast,Orchard/Vineyard,lb ai/acre,350,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Chemigation,Broadcast,Sod,lb ai/acre,350,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Chemigation,Broadcast,"Field crop, typical",lb ai/acre,350,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Chemigation,Broadcast,"Field crop, high-acreage",lb ai/acre,350,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Chemigation,Broadcast,"Greenhouse (ornamentals, roses, cut flowers, container stock, vegetables)",lb ai/acre,60,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Chemigation,Broadcast,"Nursery (ornamentals, vegetables, trees, container stock)",lb ai/acre,60,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Groundboom,Broadcast,Golf course (tees and greens only),lb ai/acre,5,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Groundboom,Broadcast,"Golf course (fairways, tees, greens)",lb ai/acre,40,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Groundboom,Broadcast,Field-grown ornamental crops,lb ai/acre,40,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Groundboom,Broadcast,"Nursery (ornamentals, vegetables, trees, container stock)",lb ai/acre,60,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Groundboom,Broadcast,"Greenhouse (ornamentals, roses, cut flowers, container stock, vegetables)",lb ai/acre,60,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Groundboom,Broadcast,Sod,lb ai/acre,80,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Groundboom,Broadcast,Orchard/Vineyard,lb ai/acre,40,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Groundboom,Broadcast,"Field crop, typical",lb ai/acre,80,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Boom Sprayer,Broadcast,Mosquitocide/larvacide/vector control (aquatic areas) ,lb ai/acre,30,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Boom Sprayer,Broadcast,"Aquatic areas, non-flowing water (e.g., ponds, lakes, fountains)",lb ai/acre-foot,210,acre-feet,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Boom Sprayer,Broadcast,"Aquatic areas, flowing water (e.g., tributaries, canals)",lbs ai/cfs,200,cfs,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Groundboom,Broadcast,"Field crop, high-acreage",lb ai/acre,200,acres,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Stationary Fogger,Broadcast,Mushroom house,,,,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Stationary Fogger,Broadcast,"Greenhouse (ornamentals, roses, cut flowers, container stock, vegetables)",,,,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Stationary Fogger,Broadcast,Food handling establishment,,,,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
M/L,WSP,Stationary Fogger,Broadcast,Poultry/livestock house/horse barn/feed lot,,,,No Data,No Data,No Data,No Data,No Data,9.8,No Data,No Data,No Data,0.24,PHED,NA,PHED Scenario 5,NA
Applicator,Bait/repellent,Hand dispersal,Broadcast,Orchard/Vineyard,,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,Bait/repellent,Hand dispersal,Broadcast,"Greenhouse (ornamentals, roses, cut flowers, container stock, vegetables)",,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,Bait/repellent,Hand dispersal,Broadcast,Wildlife management,,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,Bait/repellent,Hand dispersal,Broadcast,Christmas Tree farm,,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,Bait/repellent,Hand dispersal,Broadcast,"Nursery (ornamentals, vegetables, trees, container stock)",,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,Bait/repellent,Hand dispersal,Broadcast,"Landscaping, trees/shrubs/bushes",,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,Bait/repellent,Hand dispersal,Broadcast,"Landscaping, plants/flowers",,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,Bait/repellent,Hand dispersal,Broadcast,"Industrial/commercial (tires, rail yards, junk yards, etc.)",,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,Bait/repellent,Hand dispersal,Broadcast,Warehouse,,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,Bait/repellent,Hand dispersal,Broadcast,Poultry/livestock house/horse barn/feed lot,,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,Bait/repellent,Hand dispersal,Broadcast,Foundations/perimeter,,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,Bait/repellent,Hand dispersal,Spot,Mounds/nests,,,,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,G,Hand dispersal,Broadcast,Mosquitocide/larvacide/vector control (aquatic areas) ,lb ai/acre,1,acre,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,G,Hand dispersal,Broadcast,"Aquatic areas, non-flowing water (e.g., ponds, lakes, fountains)",lb ai/acre-foot,1,acre,104000,71000,40280,No Data,No Data,No Data,470,94,47,No Data,PHED,NA,PHED Scenario 17,NA
Applicator,CRP,"Trap/bait station, single-use",NA,Mushroom house,,,,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,CRP,"Trap/bait station, single-use",NA,"Industrial/commercial (tires, rail yards, junk yards, etc.)",,,,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,CRP,"Trap/bait station, single-use",NA,Food handling establishment,,,,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,CRP,"Trap/bait station, single-use",NA,Warehouse,,,,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,CRP,"Trap/bait station, single-use",NA,Poultry/livestock house/horse barn/feed lot,,,,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,CRP,"Trap/bait station, single-use",NA,Foundations/perimeter,,,,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,CRP,"Trap/bait station, single-use",NA,"Residential Living Spaces (homes, apartments)",,,,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,CRP,"Trap/bait station, single-use",NA,Childcare center/schools/institutions,,,,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,Negligible exposure,NA,NA,NA,NA
Applicator,RTU (D),Dust bag,Broadcast,"Animal (direct), livestock",,,,227,51.6,41.2,No Data,No Data,No Data,8.96,1.792,0.896,No Data,AHETF,47947801,"Klonne, 1999 (AHE1001; M/L Dry Flowable)",D373605
Applicator,RTU (D),Feed-through,Broadcast,"Animal (direct), livestock",,,,227,51.6,41.2,No Data,No Data,No Data,8.96,1.792,0.896,No Data,AHETF,47947801,"Klonne, 1999 (AHE1001; M/L Dry Flowable)",D373605
Applicator,"Spray
(all starting formulations)",Aerial,Broadcast,"Nursery (ornamentals, vegetables, trees, container stock)",lb ai/acre,60,acres,No Data,No Data,No Data,No Data,No Data,2.08,No Data,No Data,No Data,0.0049,AHETF,48725101,"AHETF, 2012 (AHE1007; Aerial Applicator)",D403724
Applicator,"Spray
(all starting formulations)",Aerial,Broadcast,Orchard/Vineyard,lb ai/acre,350,acres,No Data,No Data,No Data,No Data,No Data,2.08,No Data,No Data,No Data,0.0049,AHETF,48725101,"AHETF, 2012 (AHE1007; Aerial Applicator)",D403724
